date,n_positive,n_negative,n_neutral,n_total,neutral_ratio,s1_primary,s2_alternate,s3_prob_weighted,s4_conf_weighted,avg_confidence,avg_pos_prob,avg_neg_prob,avg_neu_prob
2017-08-07,50,45,89,184,0.4837,0.052632,0.027174,-0.022753,0.106061,0.6622,0.3122,0.335,0.3528
2017-08-08,46,48,96,190,0.5053,-0.021277,-0.010526,-0.070022,0.0,0.6623,0.2831,0.3531,0.3639
2017-08-09,29,33,42,104,0.4038,-0.064516,-0.038462,-0.064277,-0.159091,0.6799,0.3174,0.3816,0.301
2017-08-10,33,59,74,166,0.4458,-0.282609,-0.156627,-0.159806,-0.283582,0.678,0.2543,0.4141,0.3316
2017-08-11,66,83,89,238,0.3739,-0.114094,-0.071429,-0.081985,-0.166667,0.6983,0.3135,0.3955,0.2909
2017-08-12,17,28,29,74,0.3919,-0.244444,-0.148649,-0.16217,-0.28125,0.6778,0.2517,0.4139,0.3344
2017-08-13,13,22,29,64,0.4531,-0.257143,-0.140625,-0.147418,-0.125,0.646,0.2492,0.3966,0.3542
2017-08-14,40,33,46,119,0.3866,0.09589,0.058824,-0.018665,0.145455,0.6958,0.3364,0.355,0.3086
2017-08-15,36,35,51,122,0.418,0.014085,0.008197,-0.054071,-0.086207,0.7046,0.3155,0.3696,0.3149
2017-08-16,60,49,76,185,0.4108,0.100917,0.059459,0.01209,0.202532,0.6903,0.3414,0.3293,0.3293
2017-08-17,51,51,72,174,0.4138,0.0,0.0,-0.066478,0.029851,0.6806,0.3038,0.3703,0.3258
2017-08-18,29,53,58,140,0.4143,-0.292683,-0.171429,-0.190664,-0.283333,0.6966,0.2456,0.4362,0.3182
2017-08-19,3,9,24,36,0.6667,-0.5,-0.166667,-0.205573,-0.625,0.6048,0.1784,0.3839,0.4377
2017-08-20,12,19,26,57,0.4561,-0.225806,-0.122807,-0.175093,-0.375,0.6746,0.2245,0.3996,0.376
2017-08-21,36,61,88,185,0.4757,-0.257732,-0.135135,-0.154221,-0.271429,0.6847,0.2458,0.4,0.3542
2017-08-22,42,50,68,160,0.425,-0.086957,-0.05,-0.069259,-0.092308,0.6806,0.3017,0.3709,0.3274
2017-08-23,59,39,57,155,0.3677,0.204082,0.129032,0.057967,0.213333,0.7167,0.3831,0.3251,0.2918
2017-08-24,42,44,84,170,0.4941,-0.023256,-0.011765,-0.059057,-0.114754,0.6657,0.2853,0.3444,0.3703
2017-08-25,19,25,35,79,0.443,-0.136364,-0.075949,-0.132569,-0.214286,0.6829,0.2623,0.3948,0.3429
2017-08-26,8,13,23,44,0.5227,-0.238095,-0.113636,-0.13428,-0.583333,0.6059,0.245,0.3793,0.3758
2017-08-27,16,19,27,62,0.4355,-0.085714,-0.048387,-0.096012,-0.166667,0.6948,0.2741,0.3701,0.3558
2017-08-28,52,39,89,180,0.4944,0.142857,0.072222,-0.008789,0.09375,0.6658,0.3173,0.326,0.3567
2017-08-29,25,55,34,114,0.2982,-0.375,-0.263158,-0.229961,-0.45614,0.7221,0.2534,0.4833,0.2633
2017-08-30,38,37,62,137,0.4526,0.013333,0.007299,-0.040402,0.022727,0.6483,0.3081,0.3485,0.3434
2017-08-31,67,59,77,203,0.3793,0.063492,0.039409,-0.017133,0.033708,0.6971,0.3338,0.3509,0.3153
2017-09-01,67,62,79,208,0.3798,0.03876,0.024038,-0.011458,0.04,0.7027,0.3484,0.3599,0.2917
2017-09-02,7,17,37,61,0.6066,-0.416667,-0.163934,-0.154183,-0.411765,0.6307,0.2198,0.3739,0.4063
2017-09-03,7,9,25,41,0.6098,-0.125,-0.04878,-0.166578,-0.454545,0.6429,0.207,0.3736,0.4194
2017-09-04,22,44,82,148,0.5541,-0.333333,-0.148649,-0.18919,-0.44,0.6521,0.2206,0.4098,0.3696
2017-09-05,49,51,111,211,0.5261,-0.02,-0.009479,-0.069282,-0.101449,0.6645,0.274,0.3433,0.3827
2017-09-06,56,64,84,204,0.4118,-0.066667,-0.039216,-0.079577,-0.0625,0.6709,0.2934,0.373,0.3336
2017-09-07,65,51,94,210,0.4476,0.12069,0.066667,-0.019581,0.1125,0.6759,0.3175,0.3371,0.3454
2017-09-08,40,48,57,145,0.3931,-0.090909,-0.055172,-0.089069,-0.107692,0.6887,0.2953,0.3843,0.3204
2017-09-09,16,22,25,63,0.3968,-0.157895,-0.095238,-0.12111,-0.296296,0.6779,0.2795,0.4006,0.32
2017-09-10,9,18,55,82,0.6707,-0.333333,-0.109756,-0.171452,-0.421053,0.6263,0.1898,0.3612,0.449
2017-09-11,57,46,73,176,0.4148,0.106796,0.0625,-0.014901,-0.027027,0.6861,0.3323,0.3472,0.3205
2017-09-12,60,62,84,206,0.4078,-0.016393,-0.009709,-0.038819,-0.0375,0.6724,0.3161,0.355,0.3289
2017-09-13,49,41,62,152,0.4079,0.088889,0.052632,0.002381,0.073529,0.6949,0.3375,0.3351,0.3274
2017-09-14,49,59,74,182,0.4066,-0.092593,-0.054945,-0.099185,-0.186667,0.6826,0.2889,0.3881,0.3229
2017-09-15,45,58,65,168,0.3869,-0.126214,-0.077381,-0.097181,-0.064103,0.6994,0.2983,0.3955,0.3061
2017-09-16,19,22,38,79,0.481,-0.073171,-0.037975,-0.097721,-0.2,0.6656,0.2743,0.372,0.3537
2017-09-17,11,11,41,63,0.6508,0.0,0.0,-0.113605,-0.076923,0.6237,0.2178,0.3314,0.4508
2017-09-18,42,33,46,121,0.3802,0.12,0.07438,0.033497,0.192982,0.6948,0.3623,0.3288,0.309
2017-09-19,29,41,59,129,0.4574,-0.171429,-0.093023,-0.09829,-0.0625,0.6576,0.275,0.3733,0.3517
2017-09-20,31,36,103,170,0.6059,-0.074627,-0.029412,-0.059126,-0.044444,0.6359,0.2674,0.3265,0.4062
2017-09-21,40,51,79,170,0.4647,-0.120879,-0.064706,-0.103948,-0.15625,0.6696,0.2755,0.3795,0.345
2017-09-22,44,84,82,210,0.3905,-0.3125,-0.190476,-0.17917,-0.357895,0.6995,0.2516,0.4308,0.3176
2017-09-23,7,6,22,35,0.6286,0.076923,0.028571,-0.058971,0.125,0.6167,0.2519,0.3108,0.4373
2017-09-24,5,10,24,39,0.6154,-0.333333,-0.128205,-0.138027,-0.307692,0.6835,0.2216,0.3596,0.4188
2017-09-25,42,53,75,170,0.4412,-0.115789,-0.064706,-0.090253,-0.056338,0.6876,0.2839,0.3741,0.342
2017-09-26,50,69,91,210,0.4333,-0.159664,-0.090476,-0.125409,-0.265823,0.6721,0.2682,0.3936,0.3381
2017-09-27,60,72,111,243,0.4568,-0.090909,-0.049383,-0.104526,-0.269663,0.6657,0.2738,0.3783,0.3479
2017-09-28,55,44,114,213,0.5352,0.111111,0.051643,-0.025195,0.027027,0.6688,0.296,0.3212,0.3828
2017-09-29,46,42,79,167,0.4731,0.045455,0.023952,-0.067385,0.016667,0.6686,0.2858,0.3531,0.3611
2017-09-30,12,30,38,80,0.475,-0.428571,-0.225,-0.185613,-0.37931,0.6514,0.2215,0.4071,0.3713
2017-10-01,21,25,39,85,0.4588,-0.086957,-0.047059,-0.087292,-0.333333,0.624,0.2679,0.3552,0.3768
2017-10-02,23,35,55,113,0.4867,-0.206897,-0.106195,-0.131912,-0.295455,0.6853,0.249,0.3809,0.3701
2017-10-03,39,35,47,121,0.3884,0.054054,0.033058,-0.043881,-0.039216,0.6817,0.3212,0.3651,0.3138
2017-10-04,41,43,88,172,0.5116,-0.02381,-0.011628,-0.098787,-0.137931,0.6533,0.2667,0.3655,0.3678
2017-10-05,59,60,98,217,0.4516,-0.008403,-0.004608,-0.058093,-0.093023,0.6799,0.3,0.3581,0.342
2017-10-06,55,56,74,185,0.4,-0.009009,-0.005405,-0.034398,-0.012346,0.6855,0.3214,0.3558,0.3229
2017-10-07,19,12,28,59,0.4746,0.225806,0.118644,0.056026,0.25,0.6322,0.34,0.2839,0.3761
2017-10-08,7,4,18,29,0.6207,0.272727,0.103448,-0.037681,-0.166667,0.6062,0.2588,0.2964,0.4448
2017-10-09,41,40,57,138,0.413,0.012346,0.007246,-0.029612,0.068966,0.6956,0.3246,0.3542,0.3212
2017-10-10,57,55,80,192,0.4167,0.017857,0.010417,-0.03448,0.108434,0.686,0.3186,0.3531,0.3283
2017-10-11,68,60,89,217,0.4101,0.0625,0.036866,-0.037887,0.028846,0.7092,0.3248,0.3627,0.3125
2017-10-12,64,44,109,217,0.5023,0.185185,0.092166,0.040961,0.287671,0.6705,0.3365,0.2956,0.3679
2017-10-13,42,31,46,119,0.3866,0.150685,0.092437,0.039526,0.098039,0.6922,0.3608,0.3213,0.3179
2017-10-14,10,8,11,29,0.3793,0.111111,0.068966,0.082476,0.272727,0.6851,0.377,0.2945,0.3285
2017-10-15,22,12,37,71,0.5211,0.294118,0.140845,0.038272,0.227273,0.6729,0.32,0.2817,0.3983
2017-10-16,69,48,96,213,0.4507,0.179487,0.098592,0.027996,0.265823,0.6704,0.3424,0.3144,0.3432
2017-10-17,86,74,92,252,0.3651,0.075,0.047619,-0.006962,0.027027,0.6945,0.3427,0.3496,0.3077
2017-10-18,44,49,82,175,0.4686,-0.053763,-0.028571,-0.078628,-0.015152,0.6837,0.2802,0.3588,0.3609
2017-10-19,27,37,41,105,0.3905,-0.15625,-0.095238,-0.134146,-0.294118,0.7181,0.2763,0.4104,0.3133
2017-10-20,36,51,44,131,0.3359,-0.172414,-0.114504,-0.111231,-0.15,0.6922,0.2958,0.4071,0.2971
2017-10-21,14,9,38,61,0.623,0.217391,0.081967,-0.01373,0.2,0.6439,0.2756,0.2894,0.435
2017-10-22,20,17,41,78,0.5256,0.081081,0.038462,-0.063367,0.052632,0.6288,0.2723,0.3356,0.3921
2017-10-23,21,22,39,82,0.4756,-0.023256,-0.012195,-0.089253,-0.083333,0.7076,0.2767,0.3659,0.3574
2017-10-24,54,34,77,165,0.4667,0.227273,0.121212,0.02959,0.227273,0.6753,0.3442,0.3146,0.3412
2017-10-25,86,49,89,224,0.3973,0.274074,0.165179,0.062601,0.154639,0.7031,0.3728,0.3102,0.3171
2017-10-26,56,38,100,194,0.5155,0.191489,0.092784,-0.00643,0.253968,0.6663,0.3031,0.3095,0.3873
2017-10-27,32,32,56,120,0.4667,0.0,0.0,-0.016092,0.12963,0.7035,0.3249,0.341,0.3341
2017-10-28,16,13,23,52,0.4423,0.103448,0.057692,-0.054595,0.125,0.6801,0.2927,0.3473,0.3601
2017-10-29,16,21,35,72,0.4861,-0.135135,-0.069444,-0.126108,-0.35,0.6346,0.245,0.3711,0.3838
2017-10-30,60,48,86,194,0.4433,0.111111,0.061856,0.011011,0.155556,0.7025,0.3449,0.3338,0.3213
2017-10-31,68,36,76,180,0.4222,0.307692,0.177778,0.080496,0.273973,0.688,0.379,0.2985,0.3225
2017-11-01,82,37,56,175,0.32,0.378151,0.257143,0.184066,0.454545,0.727,0.4543,0.2703,0.2754
2017-11-02,41,32,60,133,0.4511,0.123288,0.067669,0.009273,0.211538,0.6696,0.3398,0.3305,0.3297
2017-11-03,55,44,78,177,0.4407,0.111111,0.062147,0.007251,0.106667,0.699,0.3398,0.3325,0.3277
2017-11-04,21,24,36,81,0.4444,-0.066667,-0.037037,-0.089713,-0.24,0.6461,0.271,0.3608,0.3682
2017-11-05,29,23,43,95,0.4526,0.115385,0.063158,-0.000983,0.05,0.6853,0.3249,0.3259,0.3492
2017-11-06,65,53,87,205,0.4244,0.101695,0.058537,-0.016783,0.116279,0.6894,0.3274,0.3442,0.3284
2017-11-07,23,40,41,104,0.3942,-0.269841,-0.163462,-0.177393,-0.292683,0.6875,0.2428,0.4202,0.3371
2017-11-08,63,82,100,245,0.4082,-0.131034,-0.077551,-0.108232,-0.19,0.6801,0.2824,0.3907,0.3269
2017-11-09,59,48,84,191,0.4398,0.102804,0.057592,-0.004645,0.1,0.6845,0.3296,0.3343,0.3361
2017-11-10,57,54,72,183,0.3934,0.027027,0.016393,-0.05642,-0.076923,0.6945,0.3124,0.3688,0.3188
2017-11-11,25,18,30,73,0.411,0.162791,0.09589,0.023959,0.111111,0.6496,0.343,0.319,0.338
2017-11-12,13,5,19,37,0.5135,0.444444,0.216216,0.07342,0.5,0.6588,0.3519,0.2785,0.3696
2017-11-13,20,28,31,79,0.3924,-0.166667,-0.101266,-0.189273,-0.428571,0.6983,0.2513,0.4406,0.3081
2017-11-14,43,55,72,170,0.4235,-0.122449,-0.070588,-0.114817,-0.306452,0.6833,0.2762,0.391,0.3328
2017-11-15,69,75,88,232,0.3793,-0.041667,-0.025862,-0.086014,-0.174757,0.6847,0.2946,0.3806,0.3248
2017-11-16,69,64,83,216,0.3843,0.037594,0.023148,-0.02066,0.047059,0.6761,0.3244,0.345,0.3306
2017-11-17,77,35,60,172,0.3488,0.375,0.244186,0.15837,0.447059,0.6922,0.4286,0.2702,0.3011
2017-11-18,32,31,32,95,0.3368,0.015873,0.010526,-0.020608,0.157895,0.669,0.3276,0.3482,0.3242
2017-11-19,16,20,38,74,0.5135,-0.111111,-0.054054,-0.099919,-0.277778,0.6389,0.2438,0.3437,0.4124
2017-11-20,78,54,82,214,0.3832,0.181818,0.11215,0.022806,0.137931,0.6873,0.3516,0.3288,0.3196
2017-11-21,64,40,97,201,0.4826,0.230769,0.119403,0.044676,0.3,0.6668,0.3376,0.2929,0.3694
2017-11-22,64,52,73,189,0.3862,0.103448,0.063492,0.015639,0.101124,0.7064,0.356,0.3403,0.3037
2017-11-23,37,37,74,148,0.5,0.0,0.0,-0.050916,0.016949,0.6804,0.2956,0.3465,0.3579
2017-11-24,51,37,88,176,0.5,0.159091,0.079545,0.007721,0.19403,0.6781,0.3179,0.3102,0.3719
2017-11-25,11,22,26,59,0.4407,-0.333333,-0.186441,-0.209736,-0.5,0.6932,0.2098,0.4196,0.3706
2017-11-26,15,13,44,72,0.6111,0.071429,0.027778,-0.021313,0.142857,0.646,0.2767,0.298,0.4253
2017-11-27,52,38,77,167,0.4611,0.155556,0.083832,0.028643,0.205128,0.7046,0.3454,0.3167,0.3379
2017-11-28,40,57,87,184,0.4728,-0.175258,-0.092391,-0.110064,-0.26087,0.6741,0.2653,0.3753,0.3594
2017-11-29,72,54,77,203,0.3793,0.142857,0.08867,0.007559,0.089744,0.6877,0.3449,0.3373,0.3179
2017-11-30,66,58,87,211,0.4123,0.064516,0.037915,-0.042598,0.0,0.6839,0.3151,0.3577,0.3273
2017-12-03,24,13,24,61,0.3934,0.297297,0.180328,0.111688,0.388889,0.6724,0.3773,0.2656,0.3571
2017-12-04,49,47,78,174,0.4483,0.020833,0.011494,-0.013293,0.107692,0.6766,0.3148,0.3281,0.3571
2017-12-05,65,53,96,214,0.4486,0.101695,0.056075,-0.047477,-0.046512,0.6841,0.2996,0.347,0.3534
2017-12-06,44,51,104,199,0.5226,-0.073684,-0.035176,-0.114939,-0.183099,0.6737,0.2565,0.3714,0.3721
2017-12-07,43,38,69,150,0.46,0.061728,0.033333,-0.026543,0.145455,0.6769,0.3131,0.3396,0.3473
2017-12-08,68,47,62,177,0.3503,0.182609,0.118644,0.053223,0.243902,0.7001,0.3765,0.3233,0.3002
2017-12-09,25,11,27,63,0.4286,0.388889,0.222222,0.109035,0.347826,0.6706,0.3879,0.2788,0.3333
2017-12-10,17,20,38,75,0.5067,-0.081081,-0.04,-0.017984,0.032258,0.6662,0.2951,0.3131,0.3918
2017-12-11,74,59,76,209,0.3636,0.112782,0.07177,-0.006147,0.091837,0.6989,0.3455,0.3516,0.3029
2017-12-12,34,43,44,121,0.3636,-0.116883,-0.07438,-0.109486,-0.2,0.6864,0.2832,0.3927,0.3241
2017-12-13,47,70,73,190,0.3842,-0.196581,-0.121053,-0.121003,-0.243902,0.6814,0.2781,0.3991,0.3229
2017-12-14,73,46,98,217,0.4516,0.226891,0.124424,0.033532,0.283784,0.6627,0.3376,0.3041,0.3583
2017-12-15,74,34,72,180,0.4,0.37037,0.222222,0.11572,0.478261,0.671,0.3882,0.2725,0.3393
2017-12-16,19,17,31,67,0.4627,0.055556,0.029851,-0.019631,-0.058824,0.6313,0.2939,0.3135,0.3926
2017-12-17,12,11,21,44,0.4773,0.043478,0.022727,-0.009881,0.166667,0.7167,0.3155,0.3254,0.3592
2017-12-18,65,44,85,194,0.4381,0.192661,0.108247,0.027953,0.19403,0.6514,0.34,0.312,0.348
2017-12-19,62,34,74,170,0.4353,0.291667,0.164706,0.072482,0.338028,0.6839,0.3731,0.3006,0.3263
2017-12-20,42,48,97,187,0.5187,-0.066667,-0.032086,-0.075263,-0.134328,0.664,0.2751,0.3503,0.3746
2017-12-21,52,38,69,159,0.434,0.155556,0.08805,0.02835,0.2,0.6939,0.3496,0.3212,0.3292
2017-12-22,49,47,71,167,0.4251,0.020833,0.011976,-0.024912,0.093333,0.6928,0.3244,0.3493,0.3263
2017-12-23,12,20,29,61,0.4754,-0.25,-0.131148,-0.128966,-0.208333,0.6678,0.2603,0.3893,0.3505
2017-12-24,20,18,37,75,0.4933,0.052632,0.026667,-0.047851,-0.272727,0.6511,0.2843,0.3321,0.3835
2017-12-25,22,28,44,94,0.4681,-0.12,-0.06383,-0.107997,-0.105263,0.6725,0.263,0.371,0.3661
2017-12-26,68,41,72,181,0.3978,0.247706,0.149171,0.052817,0.193182,0.6994,0.3669,0.3141,0.319
2017-12-27,49,37,51,137,0.3723,0.139535,0.087591,-0.011572,0.017241,0.6767,0.3364,0.348,0.3156
2017-12-28,64,43,77,184,0.4185,0.196262,0.11413,0.030556,0.098765,0.6941,0.358,0.3274,0.3146
2017-12-29,54,47,69,170,0.4059,0.069307,0.041176,0.015714,0.164384,0.6855,0.3458,0.3301,0.324
2017-12-30,15,16,29,60,0.4833,-0.032258,-0.016667,-0.019764,0.285714,0.672,0.309,0.3287,0.3623
2017-12-31,11,18,37,66,0.5606,-0.241379,-0.106061,-0.130321,-0.259259,0.6846,0.2408,0.3711,0.3881
2018-01-01,27,16,32,75,0.4267,0.255814,0.146667,0.023831,0.142857,0.6822,0.3477,0.3238,0.3285
2018-01-02,47,41,60,148,0.4054,0.068182,0.040541,-0.025666,0.096774,0.6987,0.3266,0.3523,0.3211
2018-01-03,50,50,63,163,0.3865,0.0,0.0,-0.05946,-0.092105,0.7109,0.3208,0.3803,0.2989
2018-01-04,78,48,69,195,0.3538,0.238095,0.153846,0.077889,0.280488,0.6947,0.3929,0.315,0.2921
2018-01-05,46,48,85,179,0.4749,-0.021277,-0.011173,-0.049667,0.145455,0.6587,0.2918,0.3414,0.3668
2018-01-06,11,29,32,72,0.4444,-0.45,-0.25,-0.240921,-0.5,0.6849,0.21,0.4509,0.3392
2018-01-07,15,13,27,55,0.4909,0.071429,0.036364,-0.118178,-0.333333,0.6654,0.2525,0.3707,0.3768
2018-01-08,86,37,78,201,0.3881,0.398374,0.243781,0.143971,0.446809,0.7087,0.4156,0.2716,0.3128
2018-01-09,52,40,82,174,0.4713,0.130435,0.068966,0.019031,0.208333,0.6907,0.3391,0.32,0.3409
2018-01-10,74,52,83,209,0.3971,0.174603,0.105263,0.047392,0.244444,0.7038,0.3659,0.3185,0.3156
2018-01-11,34,38,67,139,0.482,-0.055556,-0.028777,-0.049706,0.019231,0.6801,0.2959,0.3456,0.3584
2018-01-12,82,39,57,178,0.3202,0.355372,0.241573,0.138029,0.377778,0.7053,0.4256,0.2875,0.2869
2018-01-13,16,16,39,71,0.5493,0.0,0.0,-0.03184,-0.047619,0.6488,0.2785,0.3103,0.4113
2018-01-14,16,19,30,65,0.4615,-0.085714,-0.046154,-0.075093,-0.294118,0.643,0.2724,0.3475,0.3801
2018-01-15,89,53,74,216,0.3426,0.253521,0.166667,0.103671,0.380435,0.6801,0.3962,0.2925,0.3113
2018-01-16,50,50,61,161,0.3789,0.0,0.0,-0.044658,0.0,0.6938,0.3237,0.3684,0.3079
2018-01-17,45,49,91,185,0.4919,-0.042553,-0.021622,-0.078565,-0.089552,0.6757,0.2838,0.3623,0.3539
2018-01-18,98,39,79,216,0.3657,0.430657,0.273148,0.170231,0.489583,0.702,0.4341,0.2639,0.3019
2018-01-19,51,37,77,165,0.4667,0.159091,0.084848,0.021845,0.115942,0.6886,0.3326,0.3107,0.3567
2018-01-20,11,13,17,41,0.4146,-0.083333,-0.04878,-0.059773,0.05,0.7265,0.309,0.3688,0.3222
2018-01-21,12,11,42,65,0.6462,0.043478,0.015385,-0.067091,-0.125,0.621,0.254,0.3211,0.4249
2018-01-22,42,33,67,142,0.4718,0.12,0.06338,0.017368,0.272727,0.6678,0.3349,0.3175,0.3476
2018-01-23,102,22,110,234,0.4701,0.645161,0.34188,0.223363,0.630435,0.6766,0.4353,0.212,0.3527
2018-01-24,62,40,105,207,0.5072,0.215686,0.10628,0.014045,0.115385,0.6782,0.3211,0.3071,0.3717
2018-01-25,57,36,87,180,0.4833,0.225806,0.116667,0.04493,0.238806,0.6693,0.3372,0.2923,0.3705
2018-01-26,15,13,42,70,0.6,0.071429,0.028571,-0.026576,-0.058824,0.6324,0.2745,0.3011,0.4244
2018-01-27,12,12,27,51,0.5294,0.0,0.0,-0.03798,0.0,0.6475,0.2789,0.3169,0.4042
2018-01-28,19,9,43,71,0.6056,0.357143,0.140845,0.02874,0.263158,0.6572,0.2948,0.2661,0.4391
2018-01-29,94,61,138,293,0.471,0.212903,0.112628,0.03057,0.159664,0.681,0.3369,0.3063,0.3568
2018-01-30,46,71,111,228,0.4868,-0.213675,-0.109649,-0.126368,-0.22093,0.6814,0.2567,0.383,0.3603
2018-01-31,23,21,51,95,0.5368,0.045455,0.021053,-0.056573,-0.058824,0.6753,0.2834,0.34,0.3766
2018-02-01,134,92,163,389,0.419,0.185841,0.107969,0.022168,0.107595,0.6779,0.346,0.3238,0.3302
2018-02-02,76,84,99,259,0.3822,-0.05,-0.030888,-0.085791,-0.138211,0.7108,0.3048,0.3905,0.3047
2018-02-03,22,22,26,70,0.3714,0.0,0.0,-0.041372,0.088235,0.7155,0.3256,0.367,0.3074
2018-02-04,27,22,55,104,0.5288,0.102041,0.048077,-0.02399,0.03125,0.6514,0.2935,0.3175,0.3889
2018-02-05,21,29,25,75,0.3333,-0.16,-0.106667,-0.139785,-0.228571,0.7099,0.2816,0.4214,0.2971
2018-02-06,39,82,69,190,0.3632,-0.355372,-0.226316,-0.228597,-0.506173,0.6942,0.2307,0.4593,0.31
2018-02-07,80,69,138,287,0.4808,0.073826,0.038328,-0.040688,0.121495,0.6755,0.3005,0.3412,0.3584
2018-02-08,64,49,69,182,0.3791,0.132743,0.082418,0.009372,0.107143,0.7005,0.3489,0.3396,0.3115
2018-02-09,54,89,63,206,0.3058,-0.244755,-0.169903,-0.19426,-0.371429,0.714,0.269,0.4632,0.2678
2018-02-10,21,19,60,100,0.6,0.05,0.02,-0.065737,-0.103448,0.635,0.2545,0.3202,0.4253
2018-02-11,18,24,38,80,0.475,-0.142857,-0.075,-0.101403,-0.222222,0.6527,0.2606,0.362,0.3774
2018-02-12,69,56,78,203,0.3842,0.104,0.064039,0.018125,0.166667,0.6993,0.3587,0.3406,0.3006
2018-02-13,49,50,59,158,0.3734,-0.010101,-0.006329,-0.039769,0.0625,0.6805,0.3197,0.3595,0.3208
2018-02-14,48,47,56,151,0.3709,0.010526,0.006623,-0.035975,-0.04,0.7031,0.3272,0.3632,0.3097
2018-02-15,45,42,62,149,0.4161,0.034483,0.020134,-0.037236,-0.029851,0.6891,0.3226,0.3599,0.3175
2018-02-16,55,44,59,158,0.3734,0.111111,0.06962,0.021565,0.128205,0.7125,0.3672,0.3456,0.2873
2018-02-17,18,36,19,73,0.2603,-0.333333,-0.246575,-0.21321,-0.486486,0.7,0.259,0.4722,0.2688
2018-02-18,12,21,40,73,0.5479,-0.272727,-0.123288,-0.191427,-0.75,0.6444,0.1924,0.3838,0.4237
2018-02-19,56,46,67,169,0.3964,0.098039,0.059172,-0.022471,0.064935,0.6987,0.3283,0.3507,0.321
2018-02-20,43,63,61,167,0.3653,-0.188679,-0.11976,-0.138017,-0.263158,0.7,0.2781,0.4162,0.3057
2018-02-21,38,38,65,141,0.461,0.0,0.0,-0.036585,-0.016949,0.6904,0.3073,0.3439,0.3489
2018-02-22,38,61,62,161,0.3851,-0.232323,-0.142857,-0.152959,-0.333333,0.7049,0.2715,0.4245,0.304
2018-02-23,54,41,73,168,0.4345,0.136842,0.077381,-0.002351,0.073529,0.6832,0.3346,0.337,0.3284
2018-02-24,22,20,45,87,0.5172,0.047619,0.022989,-0.026683,-0.086957,0.6342,0.2818,0.3084,0.4098
2018-02-25,13,19,26,58,0.4483,-0.1875,-0.103448,-0.154904,-0.333333,0.6548,0.2502,0.4051,0.3448
2018-02-26,63,49,86,198,0.4343,0.125,0.070707,0.023932,0.180723,0.6914,0.3493,0.3253,0.3254
2018-02-27,35,37,59,131,0.4504,-0.027778,-0.015267,-0.048512,-0.020833,0.6839,0.2949,0.3435,0.3616
2018-02-28,49,55,53,157,0.3376,-0.057692,-0.038217,-0.080613,-0.146341,0.7167,0.3174,0.398,0.2846
2018-03-01,68,68,69,205,0.3366,0.0,0.0,-0.024039,-0.028037,0.7208,0.3516,0.3756,0.2728
2018-03-02,14,23,23,60,0.3833,-0.243243,-0.15,-0.150244,-0.296296,0.7023,0.2741,0.4244,0.3015
2018-03-03,12,19,19,50,0.38,-0.225806,-0.14,-0.152376,-0.25,0.6957,0.2748,0.4272,0.2981
2018-03-04,11,32,34,77,0.4416,-0.488372,-0.272727,-0.218993,-0.37931,0.6793,0.2026,0.4216,0.3758
2018-03-05,53,63,84,200,0.42,-0.086207,-0.05,-0.105711,-0.096386,0.6958,0.2891,0.3948,0.3161
2018-03-06,46,43,67,156,0.4295,0.033708,0.019231,-0.028077,0.013699,0.6929,0.327,0.355,0.318
2018-03-07,45,73,85,203,0.4187,-0.237288,-0.137931,-0.158143,-0.317073,0.6814,0.2558,0.4139,0.3303
2018-03-08,42,46,78,166,0.4699,-0.045455,-0.024096,-0.036146,0.057692,0.6611,0.3048,0.3409,0.3543
2018-03-09,49,57,71,177,0.4011,-0.075472,-0.045198,-0.088235,-0.15493,0.6852,0.3004,0.3887,0.3109
2018-03-10,16,18,27,61,0.4426,-0.058824,-0.032787,-0.092546,-0.137931,0.6941,0.2689,0.3614,0.3697
2018-03-11,21,20,27,68,0.3971,0.02439,0.014706,-0.019941,0.096774,0.6987,0.3277,0.3476,0.3247
2018-03-12,47,37,45,129,0.3488,0.119048,0.077519,0.033026,0.262295,0.7147,0.373,0.34,0.287
2018-03-13,31,40,68,139,0.4892,-0.126761,-0.064748,-0.091745,-0.157895,0.6896,0.2801,0.3718,0.3481
2018-03-14,63,57,99,219,0.4521,0.05,0.027397,-0.045217,-0.157895,0.67,0.304,0.3492,0.3469
2018-03-15,56,50,64,170,0.3765,0.056604,0.035294,-0.026151,-0.028169,0.6832,0.3338,0.3599,0.3063
2018-03-16,39,61,68,168,0.4048,-0.22,-0.130952,-0.147934,-0.246575,0.6975,0.2688,0.4168,0.3144
2018-03-17,19,25,27,71,0.3803,-0.136364,-0.084507,-0.100489,-0.307692,0.6705,0.2873,0.3878,0.3249
2018-03-18,12,28,42,82,0.5122,-0.4,-0.195122,-0.17492,-0.551724,0.6624,0.2296,0.4045,0.366
2018-03-19,40,67,74,181,0.4088,-0.252336,-0.149171,-0.179422,-0.39759,0.7105,0.2535,0.4329,0.3137
2018-03-20,49,56,66,171,0.386,-0.066667,-0.040936,-0.097855,-0.205479,0.6972,0.2952,0.3931,0.3117
2018-03-21,59,39,64,162,0.3951,0.204082,0.123457,0.018471,0.169231,0.6772,0.3401,0.3217,0.3382
2018-03-22,54,65,62,181,0.3425,-0.092437,-0.060773,-0.079577,-0.108434,0.6998,0.31,0.3896,0.3004
