date,n_positive,n_negative,n_neutral,n_total,neutral_ratio,s1_primary,s2_alternate,s3_prob_weighted,s4_conf_weighted,avg_confidence,avg_pos_prob,avg_neg_prob,avg_neu_prob
2018-03-23,29,85,53,167,0.3174,-0.491228,-0.335329,-0.302197,-0.613636,0.7189,0.2182,0.5204,0.2615
2018-03-24,13,29,32,74,0.4324,-0.380952,-0.216216,-0.215979,-0.583333,0.6378,0.2229,0.4389,0.3382
2018-03-25,19,13,43,75,0.5733,0.1875,0.08,0.037094,0.315789,0.629,0.3105,0.2734,0.416
2018-03-26,72,68,84,224,0.375,0.028571,0.017857,-0.028027,0.01,0.6969,0.3329,0.3609,0.3062
2018-03-27,67,33,63,163,0.3865,0.34,0.208589,0.116723,0.43662,0.6938,0.404,0.2873,0.3086
2018-03-28,42,53,62,157,0.3949,-0.115789,-0.070064,-0.122213,-0.365079,0.6863,0.2809,0.4031,0.316
2018-03-29,34,30,67,131,0.5115,0.0625,0.030534,-0.032451,0.1,0.6445,0.2887,0.3212,0.3901
2018-03-30,21,34,28,83,0.3373,-0.236364,-0.156627,-0.155488,-0.219512,0.7141,0.2798,0.4352,0.285
2018-03-31,15,4,20,39,0.5128,0.578947,0.282051,0.134091,0.555556,0.6129,0.3757,0.2416,0.3828
2018-04-01,17,13,25,55,0.4545,0.133333,0.072727,-0.01192,0.111111,0.683,0.3159,0.3278,0.3563
2018-04-02,62,49,53,164,0.3232,0.117117,0.079268,0.03399,0.135802,0.7176,0.3735,0.3395,0.2869
2018-04-03,70,57,67,194,0.3454,0.102362,0.06701,-0.01456,0.0,0.697,0.3448,0.3593,0.2959
2018-04-04,35,46,46,127,0.3622,-0.135802,-0.086614,-0.101837,-0.152542,0.7064,0.2906,0.3924,0.3171
2018-04-05,84,53,87,224,0.3884,0.226277,0.138393,0.08126,0.378378,0.7089,0.3896,0.3083,0.3021
2018-04-06,54,71,64,189,0.3386,-0.136,-0.089947,-0.095173,-0.146067,0.7045,0.3025,0.3977,0.2998
2018-04-07,15,17,26,58,0.4483,-0.0625,-0.034483,-0.081537,-0.166667,0.6995,0.2922,0.3737,0.3341
2018-04-08,18,12,27,57,0.4737,0.2,0.105263,-0.01446,0.0625,0.6481,0.2953,0.3097,0.395
2018-04-09,67,47,58,172,0.3372,0.175439,0.116279,0.056,0.215054,0.7267,0.3869,0.3309,0.2821
2018-04-10,58,57,83,198,0.4192,0.008696,0.005051,0.001413,0.123596,0.6916,0.3383,0.3369,0.3248
2018-04-11,61,50,79,190,0.4158,0.099099,0.057895,0.011763,0.103896,0.6923,0.3385,0.3268,0.3347
2018-04-12,58,72,77,207,0.372,-0.107692,-0.067633,-0.087397,-0.065934,0.695,0.3032,0.3906,0.3062
2018-04-13,76,34,80,190,0.4211,0.381818,0.221053,0.137387,0.487805,0.6911,0.4045,0.2671,0.3283
2018-04-14,10,14,32,56,0.5714,-0.166667,-0.071429,-0.102924,-0.071429,0.6253,0.2418,0.3447,0.4136
2018-04-15,9,11,33,53,0.6226,-0.1,-0.037736,-0.066035,-0.176471,0.6751,0.2635,0.3295,0.407
2018-04-16,28,24,36,88,0.4091,0.076923,0.045455,-0.037963,0.0,0.6771,0.3124,0.3504,0.3373
2018-04-17,52,41,64,157,0.4076,0.11828,0.070064,-0.00891,-0.015385,0.6925,0.3303,0.3393,0.3304
2018-04-18,79,77,84,240,0.35,0.012821,0.008333,-0.051642,-0.083333,0.7191,0.3261,0.3778,0.2961
2018-04-19,76,56,70,202,0.3465,0.151515,0.09901,0.037024,0.166667,0.6971,0.366,0.329,0.305
2018-04-20,39,42,40,121,0.3306,-0.037037,-0.024793,-0.039066,-0.088235,0.7242,0.3451,0.3842,0.2707
2018-04-21,15,22,28,65,0.4308,-0.189189,-0.107692,-0.06799,-0.107143,0.6775,0.2891,0.3571,0.3537
2018-04-22,17,17,28,62,0.4516,0.0,0.0,-0.044434,-0.136364,0.6738,0.2973,0.3417,0.3609
2018-04-23,50,45,69,164,0.4207,0.052632,0.030488,-0.048882,-0.044776,0.6862,0.3089,0.3577,0.3334
2018-04-24,59,45,48,152,0.3158,0.134615,0.092105,0.028483,0.037037,0.7213,0.3798,0.3513,0.2689
2018-04-25,35,46,67,148,0.4527,-0.135802,-0.074324,-0.090677,-0.196721,0.6946,0.2949,0.3855,0.3196
2018-04-26,46,40,70,156,0.4487,0.069767,0.038462,0.007674,0.151515,0.6872,0.3372,0.3296,0.3332
2018-04-27,48,32,54,134,0.403,0.2,0.119403,0.049608,0.184615,0.7112,0.3785,0.3289,0.2926
2018-04-28,12,10,31,53,0.5849,0.090909,0.037736,-0.020136,0.133333,0.6644,0.2866,0.3068,0.4066
2018-04-29,18,7,21,46,0.4565,0.44,0.23913,0.102353,0.375,0.6818,0.3707,0.2683,0.361
2018-04-30,57,30,57,144,0.3958,0.310345,0.1875,0.143824,0.507937,0.6943,0.413,0.2691,0.3179
2018-05-01,37,22,44,103,0.4272,0.254237,0.145631,0.052057,0.24,0.71,0.3656,0.3135,0.321
2018-05-02,49,41,53,143,0.3706,0.088889,0.055944,0.011574,0.060606,0.7041,0.3523,0.3407,0.307
2018-05-03,44,57,57,158,0.3608,-0.128713,-0.082278,-0.107235,-0.168675,0.731,0.2983,0.4056,0.2961
2018-05-04,53,41,46,140,0.3286,0.12766,0.085714,0.012546,0.029412,0.7182,0.3596,0.347,0.2934
2018-05-05,16,13,31,60,0.5167,0.103448,0.05,-0.019046,0.0,0.6695,0.303,0.3221,0.3749
2018-05-06,11,16,22,49,0.449,-0.185185,-0.102041,-0.125775,-0.055556,0.6808,0.2597,0.3855,0.3548
2018-05-07,53,47,43,143,0.3007,0.06,0.041958,0.006475,0.027027,0.7202,0.3685,0.3621,0.2694
2018-05-08,43,39,73,155,0.471,0.04878,0.025806,-0.008738,0.16129,0.6744,0.3241,0.3328,0.3432
2018-05-09,50,47,76,173,0.4393,0.030928,0.017341,-0.027134,-0.016129,0.6632,0.3183,0.3455,0.3362
2018-05-10,45,40,61,146,0.4178,0.058824,0.034247,-0.04433,-0.116667,0.6904,0.3156,0.3599,0.3245
2018-05-11,44,32,40,116,0.3448,0.157895,0.103448,0.071725,0.25,0.714,0.3853,0.3135,0.3012
2018-05-12,6,4,19,29,0.6552,0.2,0.068966,0.020757,0.166667,0.5994,0.2954,0.2747,0.4299
2018-05-13,21,11,43,75,0.5733,0.3125,0.133333,0.032613,0.068966,0.6737,0.3165,0.2839,0.3996
2018-05-14,40,55,75,170,0.4412,-0.157895,-0.088235,-0.099431,-0.084507,0.6852,0.2823,0.3817,0.336
2018-05-15,45,32,52,129,0.4031,0.168831,0.100775,0.023057,0.176471,0.6893,0.3488,0.3257,0.3254
2018-05-16,19,62,51,132,0.3864,-0.530864,-0.325758,-0.300406,-0.577465,0.7283,0.2075,0.508,0.2845
2018-05-17,43,38,66,147,0.449,0.061728,0.034014,-0.029173,0.137255,0.6563,0.3134,0.3426,0.344
2018-05-18,43,54,48,145,0.331,-0.113402,-0.075862,-0.095543,-0.161765,0.7048,0.3183,0.4138,0.2679
2018-05-19,15,8,24,47,0.5106,0.304348,0.148936,0.038894,0.0,0.6436,0.324,0.2851,0.3909
2018-05-20,24,12,29,65,0.4462,0.333333,0.184615,0.073248,0.3,0.6491,0.3565,0.2833,0.3602
2018-05-21,46,49,41,136,0.3015,-0.031579,-0.022059,-0.05827,-0.19697,0.7042,0.3325,0.3907,0.2768
2018-05-22,45,50,54,149,0.3624,-0.052632,-0.033557,-0.062247,-0.015625,0.6907,0.3155,0.3777,0.3068
2018-05-23,50,53,57,160,0.3562,-0.029126,-0.01875,-0.070395,-0.150685,0.6888,0.3059,0.3763,0.3178
2018-05-24,56,72,60,188,0.3191,-0.125,-0.085106,-0.089393,-0.178571,0.6998,0.312,0.4014,0.2866
2018-05-25,46,31,47,124,0.379,0.194805,0.120968,0.047832,0.192982,0.7092,0.372,0.3242,0.3037
2018-05-26,29,25,37,91,0.4066,0.074074,0.043956,-0.009022,-0.081081,0.6828,0.3299,0.339,0.3311
2018-05-27,18,15,42,75,0.56,0.090909,0.04,-0.021376,0.068966,0.6763,0.2961,0.3175,0.3864
2018-05-28,53,31,52,136,0.3824,0.261905,0.161765,0.113329,0.403226,0.705,0.3969,0.2835,0.3196
2018-05-29,34,67,50,151,0.3311,-0.326733,-0.218543,-0.22244,-0.366667,0.7468,0.258,0.4804,0.2616
2018-05-30,36,85,77,198,0.3889,-0.404959,-0.247475,-0.220532,-0.443182,0.704,0.2329,0.4535,0.3136
2018-05-31,57,28,51,136,0.375,0.341176,0.213235,0.11072,0.28169,0.7235,0.4106,0.2999,0.2895
2018-06-01,57,74,57,188,0.3032,-0.129771,-0.090426,-0.079852,-0.134021,0.7165,0.328,0.4079,0.2641
2018-06-02,19,27,33,79,0.4177,-0.173913,-0.101266,-0.15225,-0.282051,0.7111,0.2644,0.4166,0.3191
2018-06-03,20,23,26,69,0.3768,-0.069767,-0.043478,-0.069692,-0.066667,0.6907,0.3078,0.3775,0.3148
2018-06-04,35,54,77,166,0.4639,-0.213483,-0.114458,-0.166627,-0.314286,0.6935,0.2472,0.4138,0.339
2018-06-05,28,37,69,134,0.5149,-0.138462,-0.067164,-0.134337,-0.34,0.6793,0.2493,0.3836,0.3671
2018-06-06,104,56,99,259,0.3822,0.3,0.185328,0.081902,0.234234,0.687,0.3765,0.2946,0.3288
2018-06-07,54,58,62,174,0.3563,-0.035714,-0.022989,-0.065759,-0.109589,0.6879,0.309,0.3747,0.3163
2018-06-08,41,45,51,137,0.3723,-0.046512,-0.029197,-0.067059,-0.09589,0.7212,0.3277,0.3948,0.2774
2018-06-09,10,12,26,48,0.5417,-0.090909,-0.041667,-0.124934,-0.263158,0.6782,0.2486,0.3735,0.3779
2018-06-10,11,11,13,35,0.3714,0.0,0.0,-0.024224,0.0,0.7059,0.3375,0.3617,0.3007
2018-06-11,55,49,59,163,0.362,0.057692,0.03681,-0.011363,0.064935,0.7103,0.3457,0.357,0.2973
2018-06-12,62,42,84,188,0.4468,0.192308,0.106383,0.04652,0.185714,0.6842,0.3491,0.3026,0.3483
2018-06-13,64,42,53,159,0.3333,0.207547,0.138365,0.077637,0.273973,0.7075,0.3927,0.315,0.2923
2018-06-14,49,72,50,171,0.2924,-0.190083,-0.134503,-0.160971,-0.3,0.7234,0.29,0.451,0.259
2018-06-15,32,64,53,149,0.3557,-0.333333,-0.214765,-0.186345,-0.30137,0.7063,0.26,0.4463,0.2937
2018-06-16,10,22,21,53,0.3962,-0.375,-0.226415,-0.214761,-0.4,0.7165,0.239,0.4538,0.3072
2018-06-17,15,18,28,61,0.459,-0.090909,-0.04918,-0.073218,-0.058824,0.6246,0.2553,0.3286,0.4161
2018-06-18,55,57,98,210,0.4667,-0.017857,-0.009524,-0.039323,-0.011111,0.6867,0.3129,0.3522,0.3348
2018-06-19,44,62,60,166,0.3614,-0.169811,-0.108434,-0.158103,-0.363636,0.7006,0.2713,0.4294,0.2993
2018-06-20,58,50,106,214,0.4953,0.074074,0.037383,-0.009064,0.094595,0.6658,0.3146,0.3236,0.3618
2018-06-21,44,59,65,168,0.3869,-0.145631,-0.089286,-0.093349,-0.148649,0.6884,0.2968,0.3902,0.313
2018-06-22,61,49,50,160,0.3125,0.109091,0.075,0.018576,0.12,0.7049,0.3616,0.3431,0.2953
2018-06-23,15,28,27,70,0.3857,-0.302326,-0.185714,-0.200906,-0.535714,0.6784,0.2424,0.4433,0.3143
2018-06-24,19,12,25,56,0.4464,0.225806,0.125,0.037228,0.318182,0.6721,0.3387,0.3014,0.3599
2018-06-25,17,37,28,82,0.3415,-0.37037,-0.243902,-0.210468,-0.333333,0.7023,0.2491,0.4595,0.2914
2018-06-26,35,49,69,153,0.451,-0.166667,-0.091503,-0.149201,-0.304348,0.6977,0.2554,0.4046,0.34
2018-06-27,50,63,48,161,0.2981,-0.115044,-0.080745,-0.104382,-0.188235,0.724,0.3175,0.4219,0.2606
2018-06-28,50,80,56,186,0.3011,-0.230769,-0.16129,-0.166491,-0.333333,0.7301,0.2857,0.4522,0.2621
2018-06-29,59,50,64,173,0.3699,0.082569,0.052023,0.029925,0.166667,0.7085,0.3703,0.3404,0.2893
2018-06-30,4,13,16,33,0.4848,-0.529412,-0.272727,-0.250118,-0.5,0.6789,0.2019,0.452,0.346
2018-07-01,19,10,20,49,0.4082,0.310345,0.183673,0.078661,0.173913,0.699,0.3834,0.3048,0.3118
2018-07-02,35,64,73,172,0.4244,-0.292929,-0.168605,-0.177768,-0.357143,0.7083,0.2532,0.431,0.3158
2018-07-03,74,59,56,189,0.2963,0.112782,0.079365,0.047022,0.222222,0.7179,0.3908,0.3438,0.2654
2018-07-04,62,51,88,201,0.4378,0.097345,0.054726,0.001904,0.126316,0.7018,0.3419,0.34,0.318
2018-07-05,35,43,45,123,0.3659,-0.102564,-0.065041,-0.086071,-0.196078,0.6778,0.3008,0.3869,0.3123
2018-07-06,63,59,37,159,0.2327,0.032787,0.025157,-0.017757,0.010638,0.7548,0.3783,0.3961,0.2255
2018-07-07,21,23,32,76,0.4211,-0.045455,-0.026316,-0.055913,-0.193548,0.6796,0.3073,0.3632,0.3295
2018-07-08,33,16,24,73,0.3288,0.346939,0.232877,0.092908,0.142857,0.6907,0.3842,0.2913,0.3245
2018-07-09,87,47,81,215,0.3767,0.298507,0.186047,0.107118,0.36,0.7003,0.4059,0.2988,0.2952
2018-07-10,26,28,28,82,0.3415,-0.037037,-0.02439,-0.033917,-0.027027,0.7075,0.34,0.374,0.286
2018-07-11,32,40,47,119,0.395,-0.111111,-0.067227,-0.091015,-0.177778,0.6708,0.2884,0.3794,0.3322
2018-07-12,101,73,63,237,0.2658,0.16092,0.118143,0.072852,0.204545,0.7264,0.411,0.3382,0.2507
2018-07-13,94,53,66,213,0.3099,0.278912,0.192488,0.098366,0.262626,0.6985,0.4101,0.3117,0.2781
2018-07-14,22,18,33,73,0.4521,0.1,0.054795,-0.000473,0.185185,0.6771,0.3225,0.323,0.3545
2018-07-15,1,8,12,21,0.5714,-0.777778,-0.333333,-0.339478,-1.0,0.6471,0.1141,0.4536,0.4323
2018-07-16,46,46,57,149,0.3826,0.0,0.0,-0.094363,-0.237288,0.6725,0.2942,0.3885,0.3173
2018-07-17,94,52,82,228,0.3596,0.287671,0.184211,0.012935,-0.037975,0.6542,0.3448,0.3318,0.3234
2018-07-18,62,42,92,196,0.4694,0.192308,0.102041,-0.002294,0.067797,0.6384,0.3143,0.3166,0.3692
2018-07-19,72,45,68,185,0.3676,0.230769,0.145946,0.029281,0.115942,0.6619,0.3534,0.3242,0.3224
2018-07-20,83,40,53,176,0.3011,0.349593,0.244318,0.061211,0.141026,0.6806,0.3865,0.3253,0.2882
2018-07-21,23,23,27,73,0.3699,0.0,0.0,-0.07441,-0.315789,0.6308,0.2853,0.3597,0.3549
2018-07-22,16,12,29,57,0.5088,0.142857,0.070175,-0.055889,-0.142857,0.664,0.2799,0.3358,0.3842
2018-07-23,67,58,88,213,0.4131,0.072,0.042254,-0.045309,-0.107143,0.6737,0.3121,0.3574,0.3305
2018-07-24,73,46,70,189,0.3704,0.226891,0.142857,-0.002928,-0.028571,0.6614,0.3296,0.3325,0.3379
2018-07-25,52,33,73,158,0.462,0.223529,0.120253,0.009771,0.111111,0.6564,0.3269,0.3172,0.3559
2018-07-26,90,50,76,216,0.3519,0.285714,0.185185,0.03715,0.022472,0.6652,0.3577,0.3206,0.3217
2018-07-27,91,23,61,175,0.3486,0.596491,0.388571,0.15905,0.451613,0.6561,0.4184,0.2593,0.3223
2018-07-28,26,17,35,78,0.4487,0.209302,0.115385,0.024578,0.173913,0.6458,0.3317,0.3072,0.3611
2018-07-29,27,12,35,74,0.473,0.384615,0.202703,0.041614,0.071429,0.6099,0.323,0.2814,0.3956
2018-07-30,28,16,44,88,0.5,0.272727,0.136364,0.023468,0.148148,0.652,0.3267,0.3032,0.3701
2018-07-31,41,39,62,142,0.4366,0.025,0.014085,-0.083684,-0.156863,0.6611,0.2813,0.365,0.3537
2018-08-01,85,56,84,225,0.3733,0.205674,0.128889,-0.042542,-0.177215,0.649,0.3071,0.3497,0.3432
2018-08-02,63,62,62,187,0.3316,0.008,0.005348,-0.067371,-0.162162,0.6739,0.3121,0.3795,0.3084
2018-08-03,96,42,53,191,0.2775,0.391304,0.282723,0.092863,0.236842,0.6706,0.4003,0.3075,0.2922
2018-08-04,22,6,13,41,0.3171,0.571429,0.390244,0.260384,0.875,0.6801,0.4758,0.2154,0.3088
2018-08-05,26,14,34,74,0.4595,0.3,0.162162,0.030621,0.181818,0.6469,0.3169,0.2863,0.3968
2018-08-06,68,38,57,163,0.3497,0.283019,0.184049,0.060772,0.202899,0.6887,0.3754,0.3146,0.31
2018-08-07,76,45,82,203,0.4039,0.256198,0.152709,-0.00284,0.047619,0.628,0.3224,0.3252,0.3524
2018-08-08,87,36,75,198,0.3788,0.414634,0.257576,0.084081,0.266667,0.6401,0.3654,0.2813,0.3532
2018-08-09,52,28,65,145,0.4483,0.3,0.165517,0.017817,0.117647,0.6562,0.3343,0.3165,0.3493
2018-08-10,60,40,43,143,0.3007,0.2,0.13986,-0.036101,-0.166667,0.6729,0.3368,0.3729,0.2904
2018-08-11,17,12,24,53,0.4528,0.172414,0.09434,-0.011449,-0.4,0.6169,0.3204,0.3318,0.3478
2018-08-12,18,14,21,53,0.3962,0.125,0.075472,0.006295,0.0,0.6243,0.3255,0.3192,0.3553
2018-08-13,67,50,58,175,0.3314,0.145299,0.097143,-0.049321,-0.151515,0.6505,0.3227,0.372,0.3053
2018-08-14,73,55,47,175,0.2686,0.140625,0.102857,-0.027802,-0.056338,0.6667,0.3444,0.3722,0.2834
2018-08-15,21,15,42,78,0.5385,0.166667,0.076923,-0.05235,-0.041667,0.6357,0.2692,0.3216,0.4092
2018-08-16,52,55,60,167,0.3593,-0.028037,-0.017964,-0.107195,-0.272727,0.6919,0.2972,0.4044,0.2984
2018-08-17,57,53,56,166,0.3373,0.036364,0.024096,-0.044347,-0.013158,0.6875,0.3242,0.3686,0.3072
2018-08-18,12,14,21,47,0.4468,-0.076923,-0.042553,-0.055264,0.055556,0.6923,0.2957,0.351,0.3533
2018-08-19,16,19,16,51,0.3137,-0.085714,-0.058824,-0.091068,-0.074074,0.7285,0.3123,0.4033,0.2844
2018-08-20,54,34,45,133,0.3383,0.227273,0.150376,0.061411,0.262295,0.7062,0.3907,0.3293,0.2801
2018-08-21,52,31,61,144,0.4236,0.253012,0.145833,0.041408,0.272727,0.7011,0.3635,0.3221,0.3144
2018-08-22,25,23,32,80,0.4,0.041667,0.025,-0.069351,-0.129032,0.6754,0.296,0.3653,0.3387
2018-08-23,43,61,66,170,0.3882,-0.173077,-0.105882,-0.111868,-0.203125,0.677,0.283,0.3948,0.3222
2018-08-24,32,50,50,132,0.3788,-0.219512,-0.136364,-0.159713,-0.377358,0.6689,0.2569,0.4166,0.3265
2018-08-25,12,12,15,39,0.3846,0.0,0.0,-0.016137,0.117647,0.6901,0.3311,0.3472,0.3217
2018-08-26,11,19,20,50,0.4,-0.266667,-0.16,-0.109616,-0.055556,0.6595,0.268,0.3776,0.3544
2018-08-27,59,33,58,150,0.3867,0.282609,0.173333,0.090215,0.311475,0.6908,0.3845,0.2943,0.3212
2018-08-28,46,27,41,114,0.3596,0.260274,0.166667,0.107915,0.277778,0.7059,0.4092,0.3013,0.2894
2018-08-29,40,55,63,158,0.3987,-0.157895,-0.094937,-0.130825,-0.25974,0.6942,0.2789,0.4098,0.3113
2018-08-30,57,38,68,163,0.4172,0.2,0.116564,0.035757,0.106061,0.6752,0.3549,0.3191,0.326
2018-08-31,66,70,43,179,0.2402,-0.029412,-0.022346,-0.054735,-0.083333,0.7207,0.3545,0.4092,0.2363
2018-09-01,20,16,32,68,0.4706,0.111111,0.058824,-0.013549,0.045455,0.6807,0.3136,0.3272,0.3592
2018-09-02,18,21,28,67,0.4179,-0.076923,-0.044776,-0.079428,-0.111111,0.6767,0.302,0.3814,0.3165
2018-09-03,37,52,33,122,0.2705,-0.168539,-0.122951,-0.110373,-0.191176,0.7344,0.3238,0.4341,0.2421
2018-09-04,30,66,60,156,0.3846,-0.375,-0.230769,-0.208623,-0.419355,0.6841,0.2379,0.4465,0.3156
2018-09-05,33,58,81,172,0.4709,-0.274725,-0.145349,-0.163425,-0.30137,0.6964,0.2439,0.4074,0.3487
2018-09-06,38,66,61,165,0.3697,-0.269231,-0.169697,-0.166159,-0.317647,0.7232,0.2712,0.4373,0.2915
2018-09-07,48,54,44,146,0.3014,-0.058824,-0.041096,-0.100576,-0.263889,0.712,0.3131,0.4137,0.2732
2018-09-08,11,21,36,68,0.5294,-0.3125,-0.147059,-0.142963,-0.307692,0.6702,0.2438,0.3868,0.3693
2018-09-09,14,16,32,62,0.5161,-0.066667,-0.032258,-0.069803,-0.0625,0.6557,0.2613,0.3311,0.4076
2018-09-10,36,98,76,210,0.3619,-0.462687,-0.295238,-0.258844,-0.585366,0.6845,0.2131,0.472,0.3149
2018-09-11,42,49,58,149,0.3893,-0.076923,-0.04698,-0.119074,-0.269841,0.6931,0.2818,0.4008,0.3174
2018-09-12,46,57,70,173,0.4046,-0.106796,-0.063584,-0.103699,-0.193548,0.6619,0.2875,0.3912,0.3212
2018-09-13,38,55,69,162,0.4259,-0.182796,-0.104938,-0.105067,-0.220339,0.6685,0.2768,0.3818,0.3414
2018-09-14,70,58,67,195,0.3436,0.09375,0.061538,0.019493,0.146067,0.7035,0.3649,0.3454,0.2898
2018-09-15,15,14,34,63,0.5397,0.034483,0.015873,-0.042972,0.105263,0.6558,0.2823,0.3253,0.3925
2018-09-16,6,19,33,58,0.569,-0.52,-0.224138,-0.191258,-0.538462,0.6255,0.1955,0.3867,0.4178
2018-09-17,40,68,75,183,0.4098,-0.259259,-0.153005,-0.183684,-0.316456,0.6986,0.2487,0.4323,0.319
2018-09-18,46,66,72,184,0.3913,-0.178571,-0.108696,-0.152042,-0.337838,0.6835,0.2618,0.4139,0.3243
2018-09-19,56,49,75,180,0.4167,0.066667,0.038889,-0.034363,0.012821,0.691,0.3219,0.3563,0.3218
2018-09-20,39,50,81,170,0.4765,-0.123596,-0.064706,-0.083018,-0.142857,0.6726,0.2767,0.3597,0.3635
2018-09-21,41,48,61,150,0.4067,-0.078652,-0.046667,-0.093389,-0.153846,0.6954,0.2963,0.3897,0.314
2018-09-22,9,19,16,44,0.3636,-0.357143,-0.227273,-0.240625,-0.6,0.6873,0.2278,0.4684,0.3037
2018-09-23,11,12,21,44,0.4773,-0.043478,-0.022727,-0.095287,-0.066667,0.6813,0.2772,0.3724,0.3504
2018-09-24,41,70,85,196,0.4337,-0.261261,-0.147959,-0.175662,-0.39759,0.692,0.2509,0.4266,0.3226
2018-09-25,41,52,61,154,0.3961,-0.11828,-0.071429,-0.108802,-0.211268,0.6872,0.2886,0.3974,0.3139
2018-09-26,40,57,74,171,0.4327,-0.175258,-0.099415,-0.102699,-0.125,0.6912,0.2832,0.3859,0.3309
2018-09-27,48,62,83,193,0.4301,-0.127273,-0.072539,-0.107127,-0.171429,0.6633,0.2778,0.3849,0.3373
2018-09-28,39,54,48,141,0.3404,-0.16129,-0.106383,-0.130307,-0.185714,0.7148,0.2894,0.4197,0.2909
2018-09-29,7,24,22,53,0.4151,-0.548387,-0.320755,-0.260694,-0.6,0.6665,0.204,0.4647,0.3314
2018-09-30,11,30,36,77,0.4675,-0.463415,-0.246753,-0.229113,-0.586207,0.6719,0.2042,0.4333,0.3625
2018-10-01,51,49,65,165,0.3939,0.02,0.012121,-0.056087,-0.115385,0.7085,0.318,0.3741,0.3078
2018-10-02,32,42,51,125,0.408,-0.135135,-0.08,-0.082021,0.0,0.6727,0.2903,0.3723,0.3374
2018-10-03,41,56,62,159,0.3899,-0.154639,-0.09434,-0.094982,-0.104478,0.6922,0.302,0.3969,0.3011
2018-10-04,41,90,82,213,0.385,-0.374046,-0.230047,-0.238861,-0.531915,0.6963,0.2277,0.4666,0.3057
2018-10-05,36,76,88,200,0.44,-0.357143,-0.2,-0.20972,-0.407407,0.6942,0.2307,0.4404,0.3289
2018-10-06,12,30,27,69,0.3913,-0.428571,-0.26087,-0.237062,-0.551724,0.6706,0.2132,0.4503,0.3365
2018-10-07,19,29,35,83,0.4217,-0.208333,-0.120482,-0.146716,-0.323529,0.6892,0.2584,0.4051,0.3365
2018-10-08,21,33,39,93,0.4194,-0.222222,-0.129032,-0.13607,-0.268293,0.7017,0.267,0.403,0.33
2018-10-09,40,64,61,165,0.3697,-0.230769,-0.145455,-0.194642,-0.384615,0.7078,0.252,0.4467,0.3013
2018-10-10,61,57,53,171,0.3099,0.033898,0.023392,-0.054236,-0.119565,0.7226,0.3323,0.3865,0.2812
2018-10-11,59,93,79,231,0.342,-0.223684,-0.147186,-0.162883,-0.294118,0.7224,0.2809,0.4438,0.2752
2018-10-12,46,69,57,172,0.3314,-0.2,-0.133721,-0.133238,-0.2,0.721,0.297,0.4303,0.2727
2018-10-13,25,16,27,68,0.3971,0.219512,0.132353,0.068606,0.25,0.6787,0.3693,0.3007,0.33
2018-10-14,17,25,36,78,0.4615,-0.190476,-0.102564,-0.104482,-0.166667,0.6917,0.2735,0.3779,0.3486
2018-10-15,53,72,74,199,0.3719,-0.152,-0.095477,-0.127228,-0.25,0.7013,0.2841,0.4113,0.3046
2018-10-16,42,67,54,163,0.3313,-0.229358,-0.153374,-0.115694,-0.142857,0.6902,0.2962,0.4119,0.2919
2018-10-17,40,45,60,145,0.4138,-0.058824,-0.034483,-0.065888,-0.046154,0.7027,0.3077,0.3736,0.3188
2018-10-18,26,30,57,113,0.5044,-0.071429,-0.035398,-0.097255,-0.175,0.67,0.2757,0.3729,0.3514
2018-10-19,27,61,50,138,0.3623,-0.386364,-0.246377,-0.253951,-0.485714,0.7263,0.2319,0.4859,0.2822
2018-10-20,10,22,15,47,0.3191,-0.375,-0.255319,-0.258017,-0.611111,0.6725,0.2137,0.4717,0.3146
2018-10-21,6,32,22,60,0.3667,-0.684211,-0.433333,-0.350149,-0.548387,0.7054,0.1631,0.5133,0.3236
2018-10-22,46,63,60,169,0.355,-0.155963,-0.100592,-0.140339,-0.309524,0.7088,0.2856,0.4259,0.2885
2018-10-23,40,60,54,154,0.3506,-0.2,-0.12987,-0.153525,-0.348485,0.6945,0.274,0.4275,0.2985
2018-10-24,64,39,54,157,0.3439,0.242718,0.159236,0.074248,0.2625,0.7141,0.3972,0.3229,0.2798
2018-10-25,44,69,74,187,0.3957,-0.221239,-0.13369,-0.143298,-0.304878,0.7052,0.2739,0.4172,0.3089
2018-10-26,47,68,57,172,0.3314,-0.182609,-0.122093,-0.144851,-0.224719,0.7223,0.2874,0.4323,0.2803
2018-10-27,12,31,29,72,0.4028,-0.44186,-0.263889,-0.248892,-0.485714,0.7158,0.2264,0.4753,0.2982
2018-10-28,6,22,22,50,0.44,-0.571429,-0.32,-0.265599,-0.375,0.7105,0.182,0.4476,0.3705
2018-10-29,50,51,86,187,0.4599,-0.009901,-0.005348,-0.063121,-0.042254,0.6785,0.2915,0.3546,0.3539
2018-10-30,45,66,78,189,0.4127,-0.189189,-0.111111,-0.121414,-0.273973,0.6904,0.2676,0.389,0.3434
2018-10-31,55,60,85,200,0.425,-0.043478,-0.025,-0.080447,-0.095238,0.6953,0.2946,0.375,0.3304
2018-11-01,51,55,74,180,0.4111,-0.037736,-0.022222,-0.024849,0.153846,0.6933,0.3283,0.3532,0.3185
2018-11-02,55,53,49,157,0.3121,0.018519,0.012739,-0.01075,0.113924,0.7088,0.3529,0.3637,0.2834
2018-11-03,22,25,44,91,0.4835,-0.06383,-0.032967,-0.067967,-0.111111,0.655,0.2822,0.3501,0.3677
